Gn;SiO2;Al2O3;Fe2O3;CaO;SO3;K2O;Na2O;Dansite;s.CaO;C3S;C2S;C3A;C4AF;Alk Eq.;Toplam Alkali;Blaine;1 Gn;2 Gn;7 Gn;28 Gn
10.06.2024;20,99;5,63;3,40;66,22;0,92;0,62;0,08;1212;0,73;61,77;13,60;9,17;10,35;0,49;0,74;3031;16,30;25,90;41,10;56,00
11.06.2024;21,03;5,62;3,48;66,07;0,94;0,64;0,09;1199;0,67;60,99;14,30;9,01;10,59;0,51;0,78;2985;15,70;24,50;38,40;52,90
12.06.2024;20,91;5,64;3,50;66,12;0,97;0,67;0,08;1206;0,72;61,66;13,46;9,03;10,65;0,52;0,79;3071;15,90;24,70;38,60;52,90
13.06.2024;21,27;5,68;3,49;65,72;1,04;0,67;0,07;1233;0,60;57,33;17,76;9,15;10,62;0,51;0,78;2982;13,30;21,60;34,30;50,50
14.06.2024;21,37;5,68;3,39;65,73;0,99;0,60;0,09;1210;0,50;57,30;18,06;9,32;10,32;0,48;0,74;3022;13,80;21,70;35,70;51,90
15.06.2024;21,10;5,73;3,37;65,99;0,94;0,62;0,08;1189;0,58;59,92;15,31;9,49;10,25;0,49;0,74;3042;16,30;24,30;36,70;50,90
16.06.2024;20,75;5,62;3,30;66,38;1,03;0,66;0,06;1188;0,80;63,86;11,34;9,32;10,04;0,49;0,75;3021;15,70;24,30;38,30;51,10
17.06.2024;21,12;5,67;3,40;65,88;1,00;0,61;0,18;1222;0,60;59,44;15,74;9,28;10,35;0,58;0,88;2997;14,40;23,70;38,60;53,00
18.06.2024;20,95;5,65;3,37;66,19;0,96;0,61;0,07;1212;0,57;62,40;13,02;9,28;10,25;0,47;0,72;3080;15,20;23,00;36,60;50,90
19.06.2024;20,97;5,52;3,46;66,38;0,88;0,60;0,08;1207;0,67;63,58;12,18;8,78;10,53;0,47;0,72;3085;14,50;24,30;37,20;50,60
20.06.2024;20,97;5,52;3,46;66,38;0,88;0,60;0,08;1219;0,67;63,58;12,18;8,78;10,53;0,47;0,72;3052;15,00;24,70;38,40;51,80
21.06.2024;21,11;5,52;3,51;66,20;0,88;0,58;0,08;1202;0,63;61,88;13,87;8,70;10,68;0,46;0,70;3090;15,40;25,20;39,80;56,10
22.06.2024;21,15;5,61;3,59;66,04;0,82;0,60;0,07;1216;0,58;60,58;14,96;8,80;10,92;0,46;0,71;3024;14,50;23,50;36,20;52,70
23.06.2024;21,03;5,65;3,53;66,34;0,78;0,54;0,06;1212;0,59;62,60;13,09;9,01;10,74;0,42;0,63;3020;14,70;24,10;37,20;53,00
24.06.2024;21,15;5,62;3,49;66,14;0,88;0,57;0,09;1208;0,57;60,93;14,70;8,99;10,62;0,47;0,71;2989;14,30;24,00;38,00;53,70
25.06.2024;21,00;5,81;3,51;66,07;0,88;0,58;0,07;1184;0,70;59,95;15,00;9,46;10,68;0,45;0,69;2965;14,90;23,70;36,70;53,50
26.06.2024;21,17;5,70;3,41;65,98;0,97;0,59;0,08;1209;0,48;59,81;15,59;9,34;10,38;0,47;0,71;2962;13,50;22,40;36,70;52,80
27.06.2024;21,20;5,65;3,34;65,94;1,05;0,59;0,04;1192;0,52;59,47;15,94;9,33;10,16;0,43;0,65;2977;14,40;23,30;39,30;55,40
28.06.2024;21,10;5,70;3,36;65,99;1,02;0,59;0,05;1167;0,57;59,95;15,29;9,43;10,22;0,44;0,67;2980;14,40;24,50;40,00;53,60
29.06.2024;21,11;5,64;3,35;66,00;1,01;0,63;0,10;1197;0,56;60,41;14,97;9,28;10,19;0,51;0,78;3043;14,70;24,50;41,10;56,20
30.06.2024;21,04;5,66;3,36;65,98;1,08;0,64;0,06;1193;0,62;60,26;14,89;9,32;10,22;0,48;0,73;3044;16,10;25,50;40,70;54,90
01.07.2024;21,15;5,67;3,35;65,81;1,08;0,63;0,06;1199;0,60;58,76;16,33;9,36;10,19;0,47;0,72;3026;14,80;23,90;39,90;56,60
02.07.2024;21,11;5,67;3,30;65,96;1,07;0,63;0,04;1210;0,52;60,10;15,21;9,45;10,04;0,45;0,69;3012;14,90;23,30;39,50;53,60
03.07.2024;21,23;5,65;3,26;65,87;1,02;0,63;0,10;1167;0,55;59,03;16,36;9,46;9,92;0,51;0,78;3008;15,80;24,70;39,80;53,90
04.07.2024;20,97;5,71;3,32;65,77;1,18;0,66;0,09;1210;0,63;59,33;15,39;9,52;10,10;0,52;0,80;3073;15,70;25,20;40,00;53,10
05.07.2024;21,01;5,70;3,23;65,83;1,17;0,66;0,08;1200;0,59;59,66;15,25;9,65;9,83;0,51;0,78;3062;16,10;24,70;39,00;55,20
06.07.2024;21,21;5,62;3,24;65,75;1,15;0,65;0,09;1199;0,58;58,43;16,75;9,42;9,86;0,52;0,79;3066;16,10;25,10;40,90;54,20
07.07.2024;21,13;5,57;3,32;65,91;1,16;0,65;0,08;1222;0,69;59,44;15,76;9,15;10,10;0,51;0,77;3084;15,10;24,90;40,60;53,50
08.07.2024;21,23;5,65;3,26;65,90;1,07;0,63;0,08;1195;0,60;58,81;16,52;9,46;9,92;0,49;0,75;3013;15,10;24,40;38,80;52,30
09.07.2024;21,27;5,48;3,24;66,23;1,04;0,62;0,08;1202;0,44;61,76;14,42;9,05;9,86;0,49;0,74;3062;15,10;25,00;40,30;54,50
10.07.2024;21,00;5,54;3,33;66,35;1,07;0,59;0,08;1198;0,51;63,39;12,41;9,05;10,13;0,47;0,71;3066;15,40;25,20;42,20;55,70
11.07.2024;21,29;5,73;3,40;65,87;0,91;0,59;0,08;1191;0,66;57,71;17,53;9,44;10,35;0,47;0,71;3062;14,50;24,20;40,90;56,20
12.07.2024;20,96;5,64;3,46;66,41;0,78;0,61;0,07;1195;0,69;63,18;12,46;9,10;10,53;0,47;0,72;3090;15,90;24,90;40,60;55,80
13.07.2024;20,85;5,60;3,40;66,37;1,00;0,64;0,08;1231;0,70;63,54;11,87;9,09;10,35;0,50;0,76;3078;15,90;23,90;39,50;53,00
14.07.2024;20,80;5,59;3,26;66,44;0,98;0,64;0,08;1220;0,59;64,98;10,64;9,30;9,92;0,50;0,76;3054;14,70;24,00;38,60;54,00
15.07.2024;20,73;5,72;3,38;66,32;0,94;0,66;0,08;1210;0,61;64,01;11,17;9,45;10,29;0,51;0,78;3033;14,70;24,50;38,90;54,40
16.07.2024;21,02;5,67;3,29;66,05;1,03;0,67;0,09;1228;0,55;61,16;14,15;9,47;10,01;0,53;0,81;3010;14,00;22,60;35,70;51,50
17.07.2024;21,13;5,80;3,39;65,47;1,16;0,68;0,09;1242;0,47;56,90;17,68;9,64;10,32;0,54;0,82;3055;13,30;22,20;34,70;51,20
18.07.2024;20,85;5,71;3,36;65,81;1,25;0,69;0,08;1236;0,61;60,23;14,36;9,45;10,22;0,53;0,81;3027;14,80;23,70;38,70;52,80
19.07.2024;21,23;5,79;3,33;65,63;0,99;0,65;0,09;1233;0,48;57,39;17,60;9,72;10,13;0,52;0,79;2985;13,30;22,70;36,40;52,10
20.07.2024;21,06;5,66;3,31;66,03;1,06;0,64;0,08;1178;0,59;60,56;14,72;9,41;10,07;0,50;0,76;2978;14,30;23,20;36,80;52,80
21.07.2024;21,03;5,43;3,35;66,27;1,12;0,63;0,08;1180;0,62;62,96;12,82;8,73;10,19;0,49;0,75;2999;14,20;23,50;36,60;54,70
22.07.2024;20,87;5,55;3,50;66,30;1,08;0,57;0,08;1184;0,59;63,51;11,94;8,79;10,65;0,46;0,69;3067;15,90;25,00;40,60;56,90
23.07.2024;21,12;5,55;3,28;66,32;0,96;0,58;0,09;1152;0,62;62,23;13,63;9,16;9,98;0,47;0,72;3024;15,30;25,30;40,00;55,00
24.07.2024;21,04;5,77;3,49;66,13;0,84;0,57;0,10;1201;0,48;61,20;14,18;9,39;10,62;0,48;0,72;3041;14,80;24,60;39,20;55,60
25.07.2024;21,09;5,79;3,44;65,92;0,99;0,61;0,04;1194;0,47;59,51;15,59;9,53;10,47;0,44;0,67;3014;15,90;25,40;40,60;55,50
26.07.2024;21,33;5,66;3,20;65,87;1,10;0,65;0,04;1183;0,55;58,06;17,37;9,59;9,74;0,47;0,71;3050;16,10;25,80;40,90;54,50
27.07.2024;21,15;5,68;3,25;65,87;1,06;0,67;0,04;1188;0,52;59,46;15,80;9,56;9,89;0,48;0,73;3081;16,10;25,10;39,30;53,40
28.07.2024;21,13;5,62;3,21;66,07;1,02;0,64;0,05;1186;0,48;61,17;14,46;9,47;9,77;0,47;0,72;3065;16,40;24,90;40,70;54,60
29.07.2024;20,95;5,63;3,26;66,26;1,05;0,68;0,04;1190;0,59;62,63;12,84;9,41;9,92;0,49;0,74;3050;16,40;25,20;39,60;52,20
30.07.2024;21,16;5,71;3,20;66,05;0,99;0,64;0,06;1189;0,51;60,23;15,25;9,72;9,74;0,48;0,73;2995;15,90;26,10;40,30;54,70
31.07.2024;20,86;5,67;3,21;66,46;0,98;0,65;0,05;1178;0,51;64,46;11,20;9,60;9,77;0,48;0,73;3010;16,70;26,20;43,30;55,50
01.08.2024;20,87;5,88;3,30;66,11;1,03;0,63;0,04;1228;0,53;61,20;13,69;10,01;10,04;0,45;0,69;3016;15,50;26,00;41,30;54,60
02.08.2024;21,12;5,87;3,25;65,87;0,93;0,66;0,08;1234;0,52;58,78;16,23;10,06;9,89;0,51;0,78;3084;15,30;25,20;38,90;52,80
03.08.2024;20,93;5,83;3,20;66,03;0,97;0,65;0,14;1206;0,54;61,02;13,99;10,04;9,74;0,57;0,86;3025;16,10;25,00;40,20;52,90
04.08.2024;21,05;5,67;3,16;66,14;1,00;0,73;0,05;1204;0,55;61,57;13,92;9,69;9,62;0,53;0,81;3041;15,70;25,20;39,90;52,50
05.08.2024;21,12;5,83;3,23;65,84;0,96;0,73;0,04;1218;0,59;58,59;16,38;9,99;9,83;0,52;0,79;3057;16,20;25,70;41,20;54,20
06.08.2024;21,10;5,77;3,20;65,90;1,04;0,72;0,11;1207;0,66;58,92;16,07;9,88;9,74;0,58;0,89;2979;16,40;26,30;40,30;53,40
07.08.2024;20,93;5,68;3,17;66,15;1,05;0,69;0,09;1201;0,59;62,13;13,16;9,69;9,65;0,54;0,83;2989;16,10;27,60;41,20;54,40
08.08.2024;21,08;5,82;3,23;66,01;0,95;0,72;0,09;1222;0,55;59,84;15,31;9,96;9,83;0,56;0,86;3044;16,80;26,80;40,20;54,00
09.08.2024;21,00;5,80;3,20;66,15;0,90;0,68;0,13;1202;0,59;61,18;14,08;9,96;9,74;0,58;0,88;3050;15,90;26,60;41,30;54,90
10.08.2024;20,84;5,74;3,20;66,31;0,96;0,63;0,10;1170;0,62;63,16;12,13;9,80;9,74;0,51;0,78;3057;15,80;25,60;42,70;56,10
11.08.2024;20,96;5,62;3,23;66,46;0,97;0,58;0,05;1156;0,62;63,59;12,15;9,43;9,83;0,43;0,66;2989;16,10;26,50;42,50;56,10
12.08.2024;20,97;5,70;3,30;66,12;1,08;0,60;0,12;1165;0,58;61,34;13,87;9,53;10,04;0,51;0,78;2970;16,00;25,10;40,70;54,50
13.08.2024;20,80;5,52;3,21;66,56;1,11;0,60;0,12;1148;0,66;65,35;10,36;9,20;9,77;0,51;0,78;3014;16,80;27,10;45,60;58,30
14.08.2024;20,91;5,76;3,21;66,31;1,01;0,57;0,08;1193;0,62;62,33;12,95;9,84;9,77;0,46;0,69;2990;16,00;25,40;42,40;55,20
15.08.2024;20,72;5,76;3,27;66,28;1,07;0,59;0,17;1181;0,59;63,52;11,51;9,74;9,95;0,56;0,85;3009;16,90;26,80;44,30;56,10
16.08.2024;20,92;5,63;3,26;66,06;1,17;0,61;0,20;1183;0,59;61,71;13,45;9,41;9,92;0,60;0,91;3048;18,50;27,80;44,20;58,20
17.08.2024;20,72;5,59;3,24;66,28;1,33;0,62;0,10;1175;0,62;63,84;11,27;9,34;9,86;0,51;0,77;3016;16,40;26,40;41,90;55,80
18.08.2024;20,97;5,59;3,23;66,28;1,06;0,63;0,12;1207;0,59;62,85;12,73;9,35;9,83;0,53;0,81;3084;17,90;27,80;41,80;55,20
19.08.2024;21,05;5,71;3,23;66,03;1,12;0,67;0,10;1207;0,51;60,57;14,68;9,67;9,83;0,54;0,82;3033;16,70;26,20;42,10;57,10
20.08.2024;20,88;5,60;3,25;66,56;0,91;0,56;0,11;1178;0,62;64,88;10,94;9,35;9,89;0,48;0,73;3074;17,40;27,20;43,30;59,00
21.08.2024;20,88;5,60;3,20;66,51;1,05;0,57;0,12;1174;0,62;64,35;11,34;9,43;9,74;0,50;0,75;3063;16,90;26,30;43,00;56,10
22.08.2024;20,89;5,86;3,30;65,98;1,08;0,60;0,14;1216;0,59;60,26;14,45;9,95;10,04;0,53;0,81;3014;16,50;25,10;42,10;58,40
23.08.2024;21,00;5,72;3,34;66,02;1,02;0,63;0,06;1200;0,55;60,81;14,36;9,51;10,16;0,47;0,72;2980;15,60;25,00;39,90;55,50
24.08.2024;20,95;5,67;3,29;66,15;1,02;0,63;0,09;1177;0,59;61,96;13,35;9,47;10,01;0,50;0,77;2965;15,50;23,20;38,80;55,30
25.08.2024;21,10;5,56;3,38;65,99;1,02;0,64;0,12;1178;0,51;61,11;14,42;9,02;10,29;0,54;0,82;2993;16,10;25,40;38,40;54,30
26.08.2024;21,08;5,53;3,54;65,95;1,00;0,62;0,09;1188;0,66;60,51;14,81;8,67;10,77;0,50;0,76;3039;16,80;25,30;40,00;55,90
27.08.2024;21,03;5,57;3,38;66,05;1,00;0,65;0,12;1180;0,58;61,59;13,86;9,05;10,29;0,55;0,83;3016;16,80;25,90;40,10;55,70
28.08.2024;20,92;5,79;3,38;66,10;0,99;0,67;0,04;1182;0,59;61,14;13,88;9,63;10,29;0,48;0,73;3068;17,10;26,60;43,50;57,80
29.08.2024;20,93;5,75;3,34;66,20;1,03;0,65;0,10;1184;0,62;61,56;13,59;9,59;10,16;0,53;0,80;3012;16,50;26,30;43,70;55,90
30.08.2024;20,87;5,82;3,33;65,72;1,29;0,64;0,10;1190;0,59;58,98;15,36;9,80;10,13;0,52;0,79;2956;15,70;22,90;37,50;53,50
31.08.2024;20,84;5,68;3,35;65,68;1,55;0,62;0,14;1191;0,69;58,81;15,40;9,39;10,19;0,55;0,83;3010;16,10;25,20;40,70;55,00
01.09.2024;20,78;5,72;3,33;66,25;1,06;0,62;0,10;1190;0,59;63,15;11,96;9,53;10,13;0,51;0,77;2980;17,30;26,30;43,20;56,20
02.09.2024;20,79;5,62;3,38;66,18;1,11;0,63;0,10;1168;0,62;63,13;12,01;9,18;10,29;0,51;0,78;3080;17,80;27,10;44,80;55,80
03.09.2024;20,82;5,62;3,31;66,25;1,12;0,63;0,07;1174;0,55;63,54;11,78;9,30;10,07;0,48;0,74;3066;17,10;26,60;41,90;54,90
04.09.2024;20,81;5,64;3,37;66,25;1,01;0,63;0,10;1160;0,66;63,26;11,96;9,25;10,25;0,51;0,78;3100;17,80;27,20;43,40;55,30
05.09.2024;20,57;5,64;3,36;66,33;1,19;0,64;0,10;1162;0,73;64,63;10,24;9,27;10,22;0,52;0,79;3048;17,20;26,40;42,80;55,00
06.09.2024;21,12;5,74;3,42;65,90;0,91;0,60;0,10;1150;0,59;59,31;15,83;9,43;10,41;0,49;0,75;3090;16,20;25,00;39,20;53,80
07.09.2024;20,92;5,76;3,40;66,15;0,90;0,62;0,10;1201;0,59;61,77;13,40;9,52;10,35;0,51;0,77;3057;16,60;25,70;41,00;54,40
08.09.2024;20,93;5,88;3,36;66,07;0,93;0,59;0,10;1180;0,62;60,41;14,46;9,90;10,22;0,49;0,74;3018;15,40;24,50;39,70;52,60
09.09.2024;21,17;5,70;3,31;66,06;0,91;0,60;0,10;1219;0,57;60,09;15,39;9,51;10,07;0,49;0,75;3083;15,00;24,90;39,60;54,20
10.09.2024;20,96;5,81;3,25;66,23;0,88;0,61;0,10;1233;0,55;61,89;13,43;9,90;9,89;0,50;0,76;3080;15,00;24,10;39,00;53,40
11.09.2024;21,08;5,82;3,26;66,08;0,90;0,64;0,10;1238;0,51;60,39;14,90;9,91;9,92;0,52;0,79;3020;14,50;24,20;39,00;53,50
12.09.2024;21,34;5,84;3,26;65,82;0,87;0,64;0,10;1220;0,47;57,47;17,85;9,97;9,92;0,52;0,79;2950;13,90;23,00;38,00;53,50
13.09.2024;21,30;5,76;3,30;65,75;1,05;0,63;0,09;1175;0,55;57,13;17,99;9,69;10,04;0,50;0,77;2969;15,00;24,30;38,90;55,20
14.09.2024;20,97;5,71;3,51;65,86;0,99;0,68;0,15;1185;0,59;60,13;14,78;9,20;10,68;0,60;0,91;2992;15,60;24,90;38,10;52,30
15.09.2024;21,06;5,73;3,41;66,12;0,86;0,64;0,07;1205;0,59;60,88;14,47;9,42;10,38;0,49;0,75;3052;15,30;24,40;39,20;52,10
16.09.2024;20,99;5,80;3,35;65,98;1,04;0,65;0,09;1185;0,52;60,23;14,76;9,71;10,19;0,52;0,79;2980;15,40;24,70;39,40;53,40
17.09.2024;21,09;5,83;3,26;66,11;0,96;0,61;0,07;1164;0,62;59,75;15,41;9,94;9,92;0,47;0,72;2990;15,10;24,10;37,90;53,30
18.09.2024;20,97;5,80;3,25;66,24;0,99;0,60;0,10;1168;0,61;61,36;13,85;9,88;9,89;0,49;0,75;2965;15,10;23,00;36,80;51,80
19.09.2024;21,27;5,81;3,15;65,97;1,00;0,61;0,08;1207;0,54;58,32;17,01;10,07;9,59;0,48;0,73;3040;15,20;24,50;38,90;56,30
20.09.2024;21,13;5,75;3,18;66,09;1,04;0,62;0,11;1174;0,55;60,07;15,28;9,86;9,68;0,52;0,79;2970;15,90;24,70;40,10;54,60
21.09.2024;20,93;5,69;3,21;66,30;1,10;0,62;0,10;1181;0,59;62,48;12,90;9,65;9,77;0,51;0,77;3069;17,80;26,20;43,10;59,40
22.09.2024;20,86;5,61;3,30;66,37;1,08;0,59;0,07;1176;0,73;63,19;12,16;9,29;10,04;0,46;0,70;3071;17,50;26,80;43,00;55,80
23.09.2024;20,87;5,85;3,40;66,04;0,99;0,62;0,10;1183;0,55;61,00;13,84;9,76;10,35;0,51;0,77;3085;16,00;24,90;41,20;53,70
24.09.2024;20,89;5,77;3,24;66,17;1,05;0,63;0,11;1193;0,47;62,30;12,92;9,81;9,86;0,52;0,80;3010;16,00;25,70;41,20;56,10
25.09.2024;21,13;5,79;3,24;65,98;1,00;0,64;0,07;1205;0,59;59,23;15,92;9,87;9,86;0,49;0,75;3048;15,40;24,40;41,40;55,10
26.09.2024;21,15;5,71;3,21;66,10;1,00;0,63;0,09;1190;0,58;60,18;15,26;9,71;9,77;0,50;0,77;3014;14,70;24,10;39,80;52,70
27.09.2024;20,89;5,82;3,21;66,26;1,03;0,63;0,12;1180;0,62;61,82;13,28;10,00;9,77;0,53;0,81;3028;16,30;26,30;42,90;51,30
28.09.2024;20,97;5,86;3,24;66,04;1,02;0,64;0,08;1183;0,59;60,16;14,76;10,05;9,86;0,50;0,76;3012;15,20;24,20;37,50;51,70
29.09.2024;20,96;5,76;3,22;66,07;1,08;0,67;0,07;1187;0,55;61,05;14,06;9,82;9,80;0,51;0,78;3000;;26,80;40,70;54,90
30.09.2024;20,85;5,60;3,30;66,13;1,21;0,67;0,08;1171;0,55;62,72;12,49;9,26;10,04;0,52;0,79;2980;15,70;24,50;37,00;52,50
01.10.2024;20,78;5,61;3,30;66,28;1,18;0,63;0,08;1162;0,70;63,27;11,87;9,29;10,04;0,49;0,75;3001;16,70;26,40;42,80;54,40
02.10.2024;20,79;5,66;3,40;66,04;1,23;0,60;0,07;1216;0,51;62,37;12,58;9,25;10,35;0,46;0,71;3007;15,90;25,20;41,80;55,80
03.10.2024;20,82;5,60;3,55;65,93;1,20;0,67;0,08;1183;0,59;61,64;13,22;8,84;10,80;0,52;0,79;2997;16,50;25,00;39,30;54,80
04.10.2024;20,82;5,60;3,65;65,75;1,24;0,70;0,10;1186;0,58;60,69;13,93;8,67;11,11;0,56;0,85;3052;16,40;24,30;38,80;52,50
05.10.2024;20,95;5,54;3,58;66,03;1,12;0,65;0,05;1168;0,55;61,81;13,46;8,63;10,89;0,48;0,73;3045;16,80;25,10;38,80;54,90
06.10.2024;20,88;5,58;3,68;65,85;1,12;0,65;0,07;1187;0,51;61,36;13,60;8,57;11,20;0,50;0,76;3065;16,10;24,80;38,40;52,50
07.10.2024;20,98;5,63;3,63;65,77;1,15;0,65;0,09;1193;0,55;59,76;15,09;8,78;11,05;0,52;0,79;2994;16,50;24,00;36,50;52,80
08.10.2024;20,95;5,54;3,68;65,80;1,18;0,68;0,08;1158;0,55;60,56;14,40;8,46;11,20;0,53;0,80;3035;16,90;25,50;37,60;56,10
09.10.2024;20,60;5,26;3,77;66,48;1,12;0,61;0,10;1161;0,62;67,63;8,07;7,57;11,47;0,50;0,76;3081;16,60;27,10;42,30;55,50
10.10.2024;20,83;5,51;3,90;65,95;1,09;0,65;0,08;1196;0,58;62,10;12,89;8,01;11,87;0,51;0,77;3070;16,00;25,20;38,80;54,90
11.10.2024;20,94;5,70;3,67;65,84;1,13;0,62;0,09;1165;0,59;59,72;15,01;8,90;11,17;0,50;0,76;2980;16,60;24,80;38,80;54,00
12.10.2024;21,12;5,75;3,55;65,59;1,21;0,62;0,09;1185;0,48;57,39;17,28;9,24;10,80;0,50;0,76;2985;16,50;24,80;37,80;55,00
13.10.2024;21,12;5,63;3,41;65,74;1,25;0,63;0,09;1171;0,51;58,77;16,24;9,16;10,38;0,50;0,77;2986;16,60;24,80;37,80;54,40
14.10.2024;21,08;5,63;3,40;65,82;1,26;0,63;0,10;1170;0,58;59,10;15,88;9,17;10,35;0,51;0,78;2990;16,70;24,70;39,10;54,60
15.10.2024;21,05;5,66;3,35;65,86;1,27;0,64;0,10;1186;0,47;59,78;15,28;9,34;10,19;0,52;0,79;3033;16,90;25,00;39,60;54,70
16.10.2024;20,87;5,64;3,38;66,11;1,20;0,66;0,10;1180;0,59;61,97;13,11;9,23;10,29;0,53;0,81;3065;16,10;23,90;37,70;53,80
17.10.2024;21,13;5,72;3,56;65,65;1,13;0,65;0,10;1171;0,61;57,44;17,27;9,14;10,83;0,53;0,80;3075;16,00;23,50;34,70;51,60
18.10.2024;21,24;5,77;3,48;65,59;1,04;0,66;0,10;1170;0,51;56,80;18,07;9,41;10,59;0,53;0,81;3033;15,40;24,10;36,50;51,90
19.10.2024;20,89;5,61;3,29;66,22;1,19;0,65;0,10;1162;0,55;62,78;12,55;9,31;10,01;0,53;0,80;3012;17,30;25,60;40,20;53,60
20.10.2024;21,13;5,65;3,26;66,06;1,09;0,66;0,09;1180;0,55;60,37;15,06;9,46;9,92;0,52;0,80;3054;17,50;25,50;38,00;53,00
21.10.2024;21,17;5,70;3,32;65,92;1,03;0,66;0,09;1187;0,59;59,08;16,15;9,49;10,10;0,52;0,80;2998;16,30;24,30;35,80;46,90
22.10.2024;21,19;5,52;3,33;65,87;1,08;0,69;0,18;1149;0,51;60,10;15,43;9,00;10,13;0,63;0,96;3011;16,30;24,40;39,00;52,00
23.10.2024;20,90;5,54;3,59;66,00;1,14;0,68;0,08;1128;0,55;62,00;13,18;8,61;10,92;0,53;0,80;3024;17,40;25,40;38,80;53,30
24.10.2024;20,67;5,65;3,45;66,17;1,16;0,70;0,09;1158;0,55;63,84;11,13;9,14;10,50;0,55;0,84;3064;16,60;26,30;40,40;51,30
25.10.2024;20,82;5,70;3,45;65,92;1,21;0,69;0,10;1150;0,52;61,33;13,45;9,27;10,50;0,55;0,84;2995;15,70;24,60;38,80;50,90
26.10.2024;20,95;5,62;3,39;65,91;1,31;0,67;0,09;1144;0,58;60,39;14,53;9,16;10,32;0,53;0,81;3005;16,30;24,30;38,60;52,40
27.10.2024;20,78;5,76;3,46;65,93;1,26;0,65;0,09;1162;0,58;60,87;13,68;9,42;10,53;0,52;0,79;2976;15,80;24,70;37,20;52,70
28.10.2024;20,91;5,77;3,36;65,92;1,21;0,64;0,10;1168;0,59;60,02;14,70;9,61;10,22;0,52;0,79;2964;16,00;23,90;38,10;53,30
29.10.2024;20,95;5,74;3,44;65,82;1,21;0,65;0,09;1158;0,51;59,72;15,04;9,40;10,47;0,52;0,79;3004;15,90;24,60;39,30;53,90
30.10.2024;20,92;5,65;3,37;65,91;1,30;0,67;0,08;1160;0,44;61,04;13,95;9,28;10,25;0,52;0,79;3050;15,90;23,90;38,00;52,80
31.10.2024;20,90;5,68;3,45;65,90;1,25;0,65;0,09;1136;0,59;60,37;14,40;9,22;10,50;0,52;0,79;3020;16,40;24,40;37,50;51,10
01.11.2024;21,01;5,65;3,45;66,00;1,13;0,62;0,09;1162;0,51;60,81;14,38;9,14;10,50;0,50;0,76;3070;16,00;24,70;40,10;52,50
02.11.2024;20,94;5,57;3,49;65,92;1,26;0,65;0,10;1181;0,57;60,88;14,13;8,86;10,62;0,53;0,80;3069;15,60;24,50;37,70;53,80
03.11.2024;21,15;5,46;3,48;66,03;1,05;0,65;0,09;1155;0,62;60,88;14,73;8,59;10,59;0,52;0,79;3080;16,60;25,70;38,80;53,20
04.11.2024;20,78;5,58;3,49;66,35;1,02;0,64;0,09;1163;0,79;63,57;11,64;8,89;10,62;0,51;0,78;3080;17,10;26,50;39,90;53,20
05.11.2024;20,76;5,64;3,32;66,62;0,87;0,64;0,09;1165;0,66;65,62;10,04;9,34;10,10;0,51;0,78;3044;15,70;25,60;39,50;52,70
06.11.2024;21,30;5,74;3,33;65,85;1,02;0,60;0,10;1168;0,48;58,00;17,34;9,58;10,13;0,49;0,75;3008;14,60;23,90;39,20;55,00
07.11.2024;21,27;5,73;3,30;65,76;1,09;0,65;0,07;1189;0,52;57,61;17,54;9,61;10,04;0,50;0,76;3071;15,00;24,30;37,90;53,20
08.11.2024;21,07;5,83;3,26;66,10;0,91;0,62;0,12;1156;0,55;60,29;14,95;9,94;9,92;0,53;0,80;3060;16,20;24,80;38,80;53,90
09.11.2024;21,15;5,80;3,25;66,19;0,84;0,61;0,05;1146;0,48;60,75;14,83;9,88;9,89;0,45;0,69;3065;15,40;23,50;37,90;52,10
10.11.2024;20,99;5,75;3,30;66,20;0,92;0,65;0,08;1162;0,59;61,59;13,74;9,66;10,04;0,51;0,77;3052;16,50;24,40;37,70;51,10
11.11.2024;21,02;5,71;3,30;66,26;0,86;0,64;0,06;1143;0,51;62,38;13,23;9,55;10,04;0,48;0,73;3062;15,90;25,30;38,50;53,20
12.11.2024;20,94;5,80;3,28;66,24;0,88;0,65;0,10;1158;0,57;62,02;13,27;9,83;9,98;0,53;0,80;3029;15,70;24,40;37,20;52,50
13.11.2024;20,97;5,86;3,24;66,17;0,90;0,67;0,11;1166;0,59;61,03;14,11;10,05;9,86;0,55;0,84;3060;14,70;25,20;39,90;52,70
14.11.2024;20,98;5,77;3,24;66,30;0,89;0,66;0,08;1187;0,62;61,99;13,41;9,81;9,86;0,51;0,78;3070;15,40;24,60;39,70;52,80
15.11.2024;21,09;5,78;3,22;66,22;0,87;0,65;0,10;1188;0,62;60,85;14,59;9,88;9,80;0,53;0,80;3085;15,80;24,70;39,00;54,30
16.11.2024;21,14;5,88;3,23;66,15;0,83;0,64;0,09;1193;0,51;60,06;15,32;10,12;9,83;0,51;0,78;3060;14,10;23,50;39,30;53,20
17.11.2024;21,21;5,71;3,15;66,26;0,84;0,65;0,07;1201;0,59;60,88;14,91;9,81;9,59;0,50;0,76;3083;15,10;24,40;40,70;56,60
18.11.2024;20,93;5,72;3,28;66,27;0,88;0,67;0,10;1171;0,59;62,68;12,75;9,61;9,98;0,54;0,82;3082;15,80;25,70;41,80;55,50
19.11.2024;21,05;5,55;3,26;66,42;0,87;0,67;0,07;1209;0,48;64,02;12,08;9,20;9,92;0,51;0,78;3087;14,90;25,10;42,50;57,30
